img,true classes,predicted classes,accuracy
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed4/rear.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed5/top.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed5/right.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed5/left.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed5/front.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed5/rear.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed6/top.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed6/right.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed6/left.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed6/front.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed6/rear.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed7/top.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed7/right.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed7/left.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed7/front.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed7/rear.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed8/top.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed8/right.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed8/left.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed8/front.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed8/rear.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed9/top.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed9/right.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed9/left.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed9/front.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed9/rear.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed10/top.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed10/right.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed10/left.jpg,BadSeed,BadSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed10/front.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Bad_seeds/S12/Seed10/rear.jpg,BadSeed,GoodSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed1/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed1/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed1/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed1/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed1/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed2/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed2/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed2/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed2/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed2/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed3/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed3/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed3/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed3/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed3/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed4/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed4/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed4/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed4/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed4/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed5/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed5/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed5/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed5/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed5/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed6/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed6/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed6/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed6/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed6/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed7/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed7/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed7/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed7/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed7/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed8/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed8/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed8/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed8/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed8/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed9/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed9/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed9/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed9/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed9/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed10/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed10/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed10/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed10/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S9/Seed10/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed1/top.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed1/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed1/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed1/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed1/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed2/top.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed2/right.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed2/left.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed2/front.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed2/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed3/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed3/right.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed3/left.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed3/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed3/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed4/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed4/right.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed4/left.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed4/front.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed4/rear.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed5/top.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed5/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed5/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed5/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed5/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed6/top.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed6/right.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed6/left.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed6/front.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed6/rear.jpg,GoodSeed,GoodSeed,True
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed7/top.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed7/right.jpg,GoodSeed,BadSeed,False
/Users/xinyeegoh/Programming/python/ComputerVisionProject/PytorchCorrespondanceAndClassification/Classification/Methods/SIFT_svm/../../../Data/ProcessedData/SIFT_try/Testing/Good_seeds/S10/Seed7/left.jpg,GoodSeed,BadSeed,False
